Ticker,Valoración de medias móviles,Volumen,Última,Media móvil simple (20),Media móvil simple (50),Media móvil simple (200),Banda superior de Bollinger (20),Banda inferior de Bollinger (20),"Nivel MACD (12, 26)","Señal MACD (12, 26)",Índice de fuerza relativa (14)
CHDRAUI/B,Fuerte Venta,850840,25.309999,26.74249995,26.46439998,26.43999997,27.90298036,25.58201954,0.04154413,0.19169516,36.74080455
VOLAR/A,Fuerte Compra,833981,17.67,15.7730001,13.40600004,15.59574999,18.89640294,12.64959726,1.35565549,1.21840893,69.21348641
PE_OLES,Fuerte Compra,609045,365.04999,364.761999,303.399599,221.86929925,392.98751017,336.53648783,13.41700725,18.31682173,60.42773026
NCLH/N,Comprar,599758,376,344.329501,345.6823996,580.6643992,386.14604817,302.51295383,9.05595503,3.64596912,58.54952755
CREAL,Comprar,574636,12.46,11.983,12.2896,17.02505007,12.88202392,11.08397608,-0.01625831,-0.1374375,54.81865663
ASUR/B,Comprar,544122,247.98,244.6484995,241.1190004,287.09425115,266.49904158,222.79795742,3.89328837,3.37842097,52.69382359
AGUA,Fuerte Compra,522640,16.030001,15.86700015,15.07020006,14.84676719,16.64281217,15.09118813,0.3592709,0.3900887,58.46583624
HCITY,Fuerte Venta,518051,5.56,5.969,6.5144,9.77225002,6.40253893,5.53546107,-0.18647615,-0.1723015,33.07613994
FIBRAPL/14,Vender,508129,43.439999,44.1169992,43.0549999,40.90081023,45.01955298,43.21444542,0.28191842,0.44700117,47.13125102
LACOMER/UBC,Vender,445886,33.119999,35.1014998,33.97219992,26.61374985,36.45479618,33.74820342,0.0617629,0.41364036,37.05668067
FCFE/18,Vender,378963,24.690001,25.37250005,25.24659992,24.66604999,25.83673573,24.90826437,0.04211529,0.1220307,40.07804612
GMXT,Fuerte Compra,373741,28.42,28.1654999,26.43219988,25.38299988,29.38640878,26.94459102,0.67083426,0.73277934,56.97026158
LIVEPOL/C-1,Comprar,349553,57.5,56.06850025,55.92360018,73.85844996,59.3963608,52.7406397,0.58034245,0.36244327,55.12299061
AAPL,Fuerte Compra,314438,2847.6299,2611.185605,2326.192186,1742.79397263,2853.00876828,2369.36244172,143.29999218,134.04722597,75.46343787
TRAXION/A,Comprar,304409,15.66,15.711,14.867,13.92214999,15.82376524,15.59823476,0.22112997,0.29805766,58.74064001
UAL,Comprar,291040,788.15002,778.992001,760.6919982,1069.6581,841.42222674,716.56177526,7.98061697,5.97217317,52.75453209
NKLA,Fuerte Compra,263884,900,893.7075,,,1030.40753395,757.00746605,-39.38629194,-53.27590213,46.22180875
GCC,Vender,262601,99.519997,104.18549985,100.4333998,91.4199497,109.30136777,99.06963193,0.03587474,1.00433275,42.07716482
HOTEL,Neutral,261879,4.01,4.003,4.0108,4.93585,4.09423596,3.91176404,0.00158109,-0.00092056,50.25606174
GFAMSA/A,Fuerte Venta,249694,0.465,0.5654,0.7841,2.556975,0.73109055,0.39970945,-0.09773745,-0.10629827,27.56852953
ICH/B,Fuerte Venta,208456,82,84.2725,85.37379982,86.93339973,89.09015105,79.45484895,-1.12851585,-0.81463591,39.7478396
FIHO/12,Comprar,189353,4.59,4.4735,4.4372,6.21660001,4.75416172,4.19283828,0.07210744,0.0618026,58.71858596
AZTECA/CPO,Fuerte Venta,171857,0.338,0.3443,0.33842,0.52525,0.364291,0.324309,-0.00060957,-0.00030664,47.76098273
BACHOCO/B,Fuerte Compra,131675,68.43,68.02300005,67.39719972,71.02189986,69.90514753,66.14085257,0.26353863,0.27089094,53.55707246
CMOCTEZ,Fuerte Venta,121337,46.200001,46.82950005,47.5824,54.04665028,47.5995509,46.0594492,-0.30755942,-0.30825042,26.13897565
GGA/N,Fuerte Venta,109515,1.15,1.96,1.825,1.15985,3.20294811,0.71705189,-0.24752784,-0.13440368,37.97871589
TSLA,Fuerte Compra,81263,10886.57,8036.90375,6889.598344,3748.9742357,10727.35410398,5346.45339602,963.24859052,730.4734884,82.61345117
ELEMENT,Fuerte Compra,59017,8.76,8.0035001,6.96760004,8.23570001,9.76854158,6.23845862,0.6187554,0.57087138,72.24425372
LAMOSA,Neutral,50000,23.01,22.344,22.49200016,26.39760006,24.35018444,20.33781556,0.23913276,0.11553053,56.36148934
NIO/N,Fuerte Compra,44330,420,335.2684995,285.3983998,,437.34063152,233.19636748,38.54706949,28.32666921,68.53676675
GBM/O,Fuerte Venta,41446,8.15,8.1455,8.197,8.66573805,8.20983506,8.08116494,-0.02005977,-0.02777151,39.57530269
PAPPEL,Vender,37486,16.120001,16.2785,16.27879996,17.73325001,16.95343057,15.60356943,-0.11215283,-0.06456907,48.29416656
JWN,Neutral,34504,351.5,349.574498,354.3607982,,386.76773868,312.38125732,-8.34606835,-9.58550862,49.97172195
BBVA,Fuerte Venta,32078,64.690002,67.4190001,73.73899994,84.64244999,72.14232943,62.69567077,-2.43326812,-2.65720275,35.70982322
UNIFIN/A,Vender,28499,18.42,18.61158265,18.06855726,22.17192778,19.51843774,17.70472756,0.0901695,0.19473646,51.17206219
FSHOP/13,Comprar,24094,6,5.88530555,5.93887782,7.90715115,6.12679791,5.64381319,0.01086053,-0.01130904,53.16260895
FMTY/14,Vender,23738,9.97,10.0065,9.879,10.70260001,10.14379894,9.86920106,0.0204758,0.03578711,50.59566737
AMD,Fuerte Compra,23399,1995.71,1853.742,1536.166592,1157.65210075,1976.85643846,1730.62756154,96.93878678,104.81627325,69.64263624
ELEKTRA,Neutral,23224,1197.99,1193.39699,1214.44839,1331.309746,1207.38850136,1179.40547864,-4.42062117,-6.98324016,48.26873928
GICSA/B,Fuerte Venta,21293,3.16,3.2235,3.3022,4.73745,3.37884156,3.06815844,-0.03741486,-0.02846688,45.86583626
DBX,Comprar,21195,463.42999,457.5674995,482.9428002,,515.76824557,399.36675343,-9.20683968,-11.70360632,50.27115911
SPCE,Vender,19552,393.14001,410,432.4634006,,487.80964479,332.19035521,-20.83882515,-18.74837066,42.59699442
MRNA,Fuerte Venta,17090,1412.38,1541.182995,1576.776596,,1728.1540014,1354.2119886,-46.02689735,-35.88490425,39.73874894
GE,Fuerte Venta,15792,138.87,143.5479985,149.0699996,181.4115,150.5307628,136.5652342,-2.12113825,-2.36824652,40.59365549
ALEATIC,Fuerte Venta,15431,18.9,19.52400015,19.67920008,22.31565009,20.81117419,18.23682611,-0.24100125,-0.1772091,35.81669774
WLL,Fuerte Venta,15234,19.299999,20.92249995,22.94299992,,24.30265923,17.54234067,-0.93253034,-0.98054228,41.80162474
CLF,Fuerte Compra,14889,144.5,132.759999,131.8113994,143.51139986,147.24968022,118.27031778,4.17928417,3.11024728,65.71898524
AAL,Neutral,14562,286.57001,287.384999,278.6794002,375.65835055,312.3416174,262.4283806,2.75102358,2.11059323,51.4583171
APA,Neutral,13536,326,336.7945005,320.5390014,490.2947509,369.46089878,304.12810222,-0.64476445,2.07376076,49.66509539
VZ,Neutral,13516,1291,1302.9985,1272.2002,1224.1112,1324.32116332,1281.67583668,7.03668957,9.92096374,49.65331855
MFRISCO/A-1,Comprar,13258,3.68,3.799,3.5244,2.97765,4.10727909,3.49072091,0.01616884,0.05412928,49.74215416
INTC,Neutral,12987,1118.61,1089.433505,1203.467802,1236.104149,1114.94539068,1063.92161932,-25.82583764,-38.12742618,48.51465503
AUTLAN/B,Fuerte Compra,12821,10.85,10.53,8.8078,8.34640001,11.18638403,9.87361597,0.55027936,0.61851897,69.89674766
WFC,Fuerte Venta,11602,530.45001,543.547005,560.4486006,746.24260035,570.22747674,516.86653326,-9.28880103,-9.6388201,42.58511219
CYDSASA/A,Fuerte Venta,11073,18.950001,19.0850001,20.00480004,22.11439996,19.6595433,18.5104569,-0.36172774,-0.36560562,37.12996255
X,Comprar,11023,174.2,170.4845005,168.4982004,185.32855,182.05385152,158.91514948,0.85472852,0.39052285,52.49893692
PINS,Fuerte Compra,10095,807,778.3775,653.5012,,820.45671666,736.29828334,34.41261906,41.70251499,63.95128375
DAL,Fuerte Compra,10020,676.83002,635.3154955,617.3710026,793.53215165,698.86160073,571.76939027,18.41241959,11.31206021,61.20559434
WYNN,Fuerte Compra,9438,1919.36,1833.1185,1763.708404,2027.8278495,2039.26366907,1626.97333093,44.85343049,31.98668659,56.10254245
BAC,Comprar,8480,565.5,573.6350025,553.5388008,580.7224498,601.37286087,545.89714413,2.98839569,4.42271947,50.15561309
PBF,Fuerte Venta,8410,189.61,200.253001,233.1462016,400.2515999,222.30366888,178.20233312,-8.66447669,-9.51698895,41.31169186
OPK,Fuerte Venta,8145,71,106.54999995,99.36240046,108.95705001,140.47583047,72.62416943,-7.3778807,-1.23325213,28.75619371
FRAGUA/B,Fuerte Venta,8003,218.5,220.689001,217.8016,225.04955005,227.96235259,213.41564941,0.08523341,0.67134062,47.27403531
ETSY,Fuerte Venta,7942,2590,2851.979505,2521.752402,,3093.81475463,2610.14425537,46.8283219,104.7059466,43.71500644
C,Fuerte Venta,7075,1120.01,1143.68751,1148.073802,1238.0615005,1205.82031884,1081.55470116,-7.4676759,-5.80808063,46.17565849
MSFT,Fuerte Compra,6978,4943.0298,4746.3325,4679.489388,3832.059052,4999.5914421,4493.0735579,79.9470268,49.45078969,60.81471995
QCOM,Fuerte Compra,6780,2618,2505.02349,2256.8022,1855.7925,2621.74394472,2388.30303528,94.55199031,97.80432385,69.69792488
KO,Fuerte Compra,6441,1086.35,1064.655,1048.2831984,1063.2797987,1090.215009,1039.094991,5.40370243,3.39240241,60.53146696
FIBRAHD/15,Fuerte Venta,6100,4.75,4.838,4.92,6.31755001,4.94261357,4.73338643,-0.01472365,-0.01285068,42.33442005
UAA,Fuerte Venta,5856,215,228.4995005,227.2305996,308.01154905,249.51401451,207.48498649,-3.66070735,-1.95866615,41.86143972
MFRISCO/A-2,Fuerte Compra,5697,3.61,3.528,2.6566,,4.36491338,2.69108662,0.2797939,0.32228908,64.36220905
TMM/A,Vender,5688,5.15,5.193,5.2372,5.9232,5.48345482,4.90254518,-0.04239724,-0.02834236,49.08579793
BYND,Fuerte Compra,5140,2981.6101,2851.24401,2955.125598,2335.0742475,3092.31437098,2610.17364902,-19.3881894,-44.6920205,56.51191944
MONEX/B,Fuerte Venta,5001,11.8,12.195,12.6012,12.2196,12.96823994,11.42176006,-0.24310971,-0.21504583,4.14851252
TEAK/CPO,Neutral,4931,3.8,3.61,4.2142,6.46410002,3.87206869,3.34793131,-0.14700403,-0.2030068,51.0186073
BABA/N,Fuerte Compra,4928,6290.23,5899.725995,5628.37277,4665.7131415,6451.85752158,5347.59446842,196.80089821,148.24372697,67.74476719
NVDA,Fuerte Compra,4756,11730.61,10650.117505,9695.781786,6757.9523905,11791.65076434,9508.58424566,540.73130403,484.40605129,78.27510888
ALXN,Fuerte Compra,4685,2495,2306.9965,2386.876192,2204.066094,2426.3438412,2187.6491588,-15.26823098,-33.41522066,62.31322954
RCL,Fuerte Compra,4554,1505.9301,1322.5925,1208.286798,1490.97085045,1553.96655872,1091.21844128,81.45200084,63.13678121,70.98217005
TCEHY/N,Vender,4430,1483.1899,1523.7605,1528.7018,1181.8833987,1630.12095606,1417.40004394,0.30104789,1.64615735,45.84754492
CSCO,Fuerte Venta,4298,923.41998,978.506002,1016.2963988,951.57374975,1111.08862913,845.92337487,-31.31400374,-27.94869395,35.76207667
CIE/B,Vender,4292,4.91,4.7795,4.8386,9.42795,5.18151866,4.37748134,0.04169003,0.00298357,53.21736276
MEDICA/B,Fuerte Compra,4278,18.969999,16.8765,15.626,17.51045005,18.97689308,14.77610692,0.80286079,0.66792893,83.83701915
CDEV,Fuerte Venta,4250,15.71,18.5465,19.47039994,,22.1459124,14.9470876,-1.12757209,-0.97196949,36.23316411
TWTR,Fuerte Compra,4238,891.58002,857.1339995,806.695603,692.2240016,910.10281252,804.16518648,24.12013783,21.71873016,65.72319091
SORIANA/B,Fuerte Venta,4037,15.37,16.2865,17.15040004,20.14625003,17.46516506,15.10783494,-0.50126194,-0.42555302,26.83581273
HAL,Comprar,4001,353.5,354.6359975,320.4441984,322.34674965,380.21365475,329.05834025,9.0765293,12.19283626,55.06217378
SAN,Fuerte Venta,3843,48.860001,49.9819999,53.32240004,62.70444998,51.61424484,48.34975496,-1.07311403,-1.14926099,39.53328897
SBUX,Fuerte Compra,3527,1853.6,1754.924495,1709.094598,1683.8066505,1861.48134461,1648.36764539,34.64989699,21.8369076,67.32168397
ATVI,Neutral,3434,1828.99,1843.37299,1804.080994,1436.0228485,1940.46620222,1746.27977778,8.42229753,12.97828639,50.66183861
BSX,Fuerte Compra,3433,897.12,829.5475035,829.742203,,905.0259442,754.0690628,20.10523135,12.45351489,71.30659011
FB,Fuerte Compra,3358,6464.0098,5977.938005,5596.24061,4577.601111,6564.18115546,5391.69485454,250.14107867,195.05220338,67.26196057
GILD,Fuerte Venta,3187,1453.01,1496.63449,1616.131394,1538.8498495,1597.76725959,1395.50172041,-52.36281641,-52.51948214,37.36288343
MOMO/N,Vender,3136,450,452.7700005,436.2575998,552.8604993,492.13655417,413.40344683,7.29841901,8.09256427,50.5281939
MU,Fuerte Venta,3123,998.26001,1027.442506,1088.8364024,1051.95334935,1154.32197337,900.56303863,-34.02180252,-35.74531967,41.56617455
MGM,Fuerte Compra,3113,497.69,464.1580005,408.4798004,456.34939955,540.54731197,387.76868903,28.32082816,25.84054121,63.57840988
GOLD/N,Fuerte Compra,3039,649.26001,639.826002,624.8757984,487.92239925,692.38836554,587.26363846,4.48075872,5.53543359,53.62779421
FINN/13,Vender,3037,4.94,4.945,5.1338,6.1996,5.09446572,4.79553428,-0.05608559,-0.06443082,46.84677813
HMC/N,Fuerte Venta,3020,557.20001,573.1480005,565.8612024,,599.78761875,546.50838225,7.1519375,8.5985388,45.60977197
PANW,Fuerte Compra,3000,5608.52,4839.55453,,,6393.35950682,3285.74955318,582.27641987,,64.49053005
PFE,Vender,2911,825.67999,849.290497,819.2565994,781.16375055,873.7287086,824.8522854,0.63910999,5.92078369,44.07971221
RTX,Fuerte Venta,2889,1340.5,1367.610005,1383.608002,,1447.34536038,1287.87464962,-11.45339399,-8.91476932,44.99792508
RIG/N,Fuerte Venta,2886,27.139999,41.7479999,43.44199994,94.44675017,64.13449273,19.36150707,-5.4711749,-3.53489439,31.07337768
DIS,Fuerte Compra,2770,2896.8999,2877.468495,2711.516596,2630.8203445,3007.37250003,2747.56448997,59.02845807,58.98249332,57.43256507
CCL1/N,Fuerte Compra,2676,363.82999,336.296499,342.5911998,,372.2948822,300.2981158,5.24981203,-0.20350905,56.93861648
FEMSA/UB,Fuerte Venta,2543,91,107.92800005,119.92980042,138.70075006,124.45903445,91.39696565,-7.43116484,-6.09013447,5.76670851
XOM,Fuerte Venta,2474,878.08002,940.218503,967.8420014,1089.45005075,1023.46875416,856.96825184,-26.31026306,-20.61174173,32.85685111
SQ,Fuerte Compra,2466,3490.3799,3309.07451,2931.729802,1796.01270105,3581.75322875,3036.39579125,157.8486149,168.83956701,63.29575351
PBR/N,Fuerte Venta,2455,179.7,189.1229995,193.0309992,215.6152001,202.30389257,175.94210643,-3.80746978,-2.80826616,40.50665382
LYFT,Fuerte Venta,2453,654.23999,657.1075005,710.0018002,,720.79859856,593.41640244,-15.48721227,-18.08042947,48.01037373
PTON,Fuerte Compra,2387,1698.89,1519.818,1428.004394,,1675.19585265,1364.44014735,42.07270971,36.09901414,62.24243408
VITRO/A,Fuerte Venta,2315,23.08,23.13249985,23.19939996,30.81594992,23.44348993,22.82150977,-0.02368442,-0.01255599,48.96816557
WMT,Fuerte Compra,2288,3022,2943.0155,2888.9888,2614.4957995,3056.00868799,2830.02231201,24.61363979,16.43496431,58.62090857
CADU/A,Fuerte Venta,2287,6.5,6.7125,6.7008,6.3897,6.89881962,6.52618038,0.00760802,0.02775527,36.09826968
JPM,Fuerte Venta,2122,2193.8701,2209.745015,2181.224606,2321.6515045,2310.30873902,2109.18129098,4.20490907,3.74264666,49.36550841
INO,Fuerte Venta,2109,261.64999,338.954498,459.5633986,,485.54343449,192.36556151,-53.03164895,-49.27943908,30.49853867
NESN/N,Fuerte Compra,2000,2657.8501,2635.732,2529.115204,2113.268706,2775.42652337,2496.03747663,43.65437027,55.99703908,55.91680121
W,,1854,6426.3501,,,,,,,,
UL/N,Comprar,1780,1309,1310.7895,1260.989802,1172.984949,1423.2060188,1198.3729812,20.86306671,24.77338074,51.42106476
HTZ,Fuerte Venta,1753,32.400002,33.59149985,33.55020002,179.27884971,36.38804212,30.79495758,-0.89163111,-0.94704576,45.26291605
PYPL,Fuerte Compra,1694,4474.9199,4388.054475,4148.271398,2929.0171505,4583.97314756,4192.13580244,97.63695527,99.67352878,60.31310647
IDEAL/B-1,Fuerte Compra,1653,38,35.75,36.56300004,33.03705012,37.83566536,33.66433464,-0.17155772,-0.47543191,73.3796044
AZN/N,Vender,1616,1229,1244.257495,1245.172598,1018.59324995,1272.54012425,1215.97486575,-4.05003262,-1.1012294,46.83483276
JD/N,Fuerte Compra,1595,1729.96,1556.017,1460.477598,1033.42329935,1851.93999445,1260.09400555,95.60733883,73.92196587,71.20616205
GSK/N,Fuerte Venta,1591,868,895.226999,910.8478002,859.0582007,921.81733028,868.63666772,-11.66510178,-9.60231513,34.23117848
SNY/N,Vender,1500,1107,1146.4845,1157.959202,991.66585015,1191.59050159,1101.37849841,-13.26092478,-7.55562961,36.33297482
AMZN,Fuerte Compra,1437,75901.977,72200.47385,69181.00454,50382.86544,76125.82714505,68275.12055495,1847.12619571,1631.85268754,64.75875455
NFLX,Fuerte Compra,1435,11612.45,11048.164,11033.4998,8682.526954,11874.72295343,10221.60504657,146.32711887,58.06976436,57.97553911
GM,Fuerte Compra,1425,645.01001,632.4544985,597.8452002,608.56880075,683.51317175,581.39582525,16.47984924,16.38828037,55.1820889
ZM,Fuerte Compra,1409,7028.3999,6055.640505,5895.351784,,6957.21869368,5154.06231632,267.55948108,177.311896,71.26233403
AMAT,Vender,1394,1360,1424.725,1392.969592,1157.39269845,1508.16088856,1341.28911144,-5.24516722,7.39689546,43.48295015
BIDU/N,Comprar,1341,2753,2766.4965,2771.961192,2503.2896005,2906.31118115,2626.68181885,9.6187334,3.68233268,50.19597496
DDD,Fuerte Venta,1325,122.99,130.4615005,145.426201,169.6512006,156.21335443,104.70964657,-8.57562775,-8.67650152,36.35096303
NKE,Fuerte Compra,1257,2453,2373.769005,2272.074796,2039.4614975,2532.18326754,2215.35474246,63.28631279,57.52894533,64.25705735
M,Neutral,1239,150.3,148.301499,148.6615994,235.60374915,163.05363414,133.54936386,-0.50207726,-0.88431425,52.09287067
V,Fuerte Compra,1175,4648.23,4478.511455,4409.153992,4018.7765035,4696.28898567,4260.73392433,75.71652882,49.80448954,62.42025201
TWLO,Fuerte Compra,1157,5906,5676.382525,5503.128016,3304.2490055,6233.55302874,5119.21202126,63.11085594,51.47426056,58.12751921
AXP,Fuerte Compra,1071,2221,2191.673495,2162.514186,2221.9265475,2312.90602354,2070.44096646,11.44037415,5.60000721,54.30697163
DAI/N,Fuerte Compra,1000,1080,956.38,858.1920044,1173.57239915,1166.51540197,746.24459803,71.35125324,56.8386609,74.10306891
MAXCOM/A,Neutral,964,1.55,1.47,1.3278,2.01700809,1.80099849,1.13900151,0.08493893,0.0823163,59.44102013
F,Fuerte Compra,934,153,153.6380025,148.0034,147.09525015,161.97931865,145.29668635,0.18549587,0.84712818,53.42604525
UBER,Fuerte Compra,891,733,702.025,708.8103992,673.3852498,767.44444156,636.60555844,0.67114927,-6.57002251,57.78460262
CPE,Fuerte Venta,855,144,199.999997,246.0379982,,292.35447806,107.64551594,-30.71125058,-26.88319531,31.01893017
CRWD,Fuerte Compra,818,2765.1699,2428.60851,2407.776208,,2742.68218014,2114.53483986,69.85763294,34.33213242,68.56922596
CRM,Fuerte Compra,797,5957,4790.652495,4501.48139,3769.753852,6013.21398943,3568.09100057,383.94848586,212.05065613,76.31034177
MA,Fuerte Compra,735,7910.75,7473.064015,7055.974002,6317.0214015,7938.75775287,7007.37027713,238.28359222,193.88656448,73.65914564
AD/N,Fuerte Compra,717,663.67999,655.9650105,565.2580042,465.861602,714.58147364,597.34854736,32.58370424,37.44497933,58.63903601
SPORT/S,Fuerte Venta,709,11,11.7984338,12.09787928,15.76715532,13.00236304,10.59450456,-0.39171201,-0.29828942,19.20775109
SPOT/N,Fuerte Compra,678,6200,5805.061995,5904.213994,3792.3119945,6208.37539813,5401.74859187,99.65789482,57.6297037,61.46416711
PEP,Fuerte Compra,663,3064,3051.671015,3020.067814,2848.990152,3109.89777957,2993.44425043,7.03078678,7.33175752,55.67528463
FPLUS/16,Fuerte Compra,653,12.37,12.316,11.9058,11.6119,12.69263776,11.93936224,0.1053613,0.1176066,61.26100187
FSLY,Fuerte Compra,631,2019,1937.589,1935.4034,,2415.22808462,1459.94991538,38.99956938,19.73983061,54.39442829
HON,Fuerte Compra,610,3613.49,3505.420505,3401.034806,3299.6336975,3745.48014116,3265.36086884,74.32427372,64.20460581,60.05609238
OXY1,Fuerte Venta,588,280,322.9755005,376.3692,,379.44545078,266.50555022,-24.08184274,-21.20606224,32.05301501
GNP,Fuerte Compra,569,90,73.6380001,59.40920016,42.28494999,95.20367674,52.07232346,8.95763817,7.67578145,99.98618594
