Ticker,Valoración de medias móviles,Volumen,Última,Media móvil simple (20),Media móvil simple (50),Media móvil simple (200),Banda superior de Bollinger (20),Banda inferior de Bollinger (20),"Nivel MACD (12, 26)","Señal MACD (12, 26)",Índice de fuerza relativa (14)
TAL/N,Fuerte Compra,104,1590,1529.358495,1163.4413992,,1893.56353958,1165.15345042,136.99157268,162.33795259,57.0870092
VESTA,Neutral,641840,32.139999,32.61449985,32.37159984,28.00415003,35.4498581,29.7791416,0.15674828,0.31594147,48.90079565
JWN,Fuerte Venta,55,310,390.2314975,741.8763992,,592.61673528,187.84625972,-125.63559256,-137.4217033,35.37917187
UAA,Neutral,56,245.38,222.8845,286.9411994,378.1945997,258.24587052,187.52312948,-12.28466383,-19.48579517,50.08741126
AEROMEX,Fuerte Venta,360817,4.43,5.7815,10.1854,23.73680001,8.23775955,3.32524045,-1.55619931,-1.74569414,32.16283789
DVN,Fuerte Venta,207,190.8,253.4645005,323.6459996,,320.17440129,186.75459971,-31.09080682,-30.59875523,36.76896556
MGM,Comprar,792,485.59,414.9145005,471.9532014,545.2014004,530.61190175,299.21709925,12.71131019,-4.95742079,55.53160288
TCEHY/N,Comprar,6555,1442.5,1426.738005,1151.6546002,894.67565095,1675.32561056,1178.15039944,93.55828709,114.93109997,55.74567448
SBUX,Fuerte Compra,669,1830,1740.014995,1683.5732,1335.4022505,1882.49396609,1597.53602391,34.07911192,20.58242827,58.44051955
RCL,Neutral,669,1493.17,1234.870486,1584.8337988,1916.3922012,1623.5675462,846.1734258,4.08826378,-69.15349515,55.20018158
EVER,,128,864.34998,,,,,,,,
LYFT,Fuerte Venta,18,657.37,704.2389975,754.4372014,,833.46737188,575.01062312,-32.40321179,-29.17256295,45.4999319
M,Fuerte Venta,35299,152.22,147.776501,214.8097992,475.7834997,180.04323525,115.50976675,-17.01155928,-24.12212677,45.14333487
UNH,Neutral,135,6487,6744.074485,6015.395388,4700.305243,7190.31712181,6297.83184819,173.03517046,264.71120701,49.61422074
ROG/N,Fuerte Compra,6,7860.6001,7921.269045,7102.5184,5379.7243455,8454.01603749,7388.52205251,146.69631585,239.40133211,53.49145704
BOLSA/A,Fuerte Compra,424548,47.049999,44.5234999,42.38379992,35.95674998,49.21998504,39.82701476,1.56332379,1.43450446,57.83149661
JPM,Fuerte Venta,1969,2179.77,2181.9075,2319.633204,2054.9215985,2337.87267209,2025.94232791,-25.43910632,-32.09510031,47.98459178
BMY,Neutral,107,1268,1336.194,1259.5331996,1100.6471002,1474.6884515,1197.6995485,7.94659234,23.94330737,46.8151059
V,Comprar,302,4335,4368.78748,3963.697994,2810.2027475,4558.52679286,4179.04816714,117.91575037,147.46756456,53.36178279
AYX,,47,2287.53,,,,,,,,
NCLH/N,Vender,17290,376.20001,357.3835015,619.5073998,,458.73336407,256.03363893,-57.1323425,-81.99545252,44.5629713
AAL,Fuerte Venta,6907,279.25,282.9560025,389.0830006,685.977751,375.42960585,190.48239915,-25.96655744,-34.13420761,44.9252641
PDD/N,,35,1806.74,,,,,,,,
AMD,Fuerte Compra,7287,1643.89,1454.921005,1129.2060044,541.4238017,2001.115556,908.726454,186.67710899,179.03590088,60.84502212
SORIANA/B,Fuerte Venta,21932,15.58,17.15949995,20.33900002,30.97344989,19.33884356,14.98015634,-1.24106063,-1.20504642,32.10574308
BIMBO/A,Fuerte Compra,2039778,40.099998,38.29700005,35.46939988,40.23039976,43.36067557,33.23332453,1.68264319,1.57405795,58.0784393
EOG,Fuerte Venta,1067,834,1046.0505005,1261.0627962,,1284.47624218,807.62475882,-100.32120172,-86.16073807,34.28921816
SPGI,Comprar,8036,7502.9199,7520.255975,6266.883026,,8223.52752647,6816.98442353,405.37258761,511.40526588,58.21608447
MA,Fuerte Compra,339,7150,6934.808005,6235.173994,4164.0808975,7636.20126822,6233.41474178,318.5088192,324.37070402,56.69870526
LALA/B,Fuerte Venta,220107,12.6,12.6455,14.49459996,23.27255006,14.03886248,11.25213752,-0.32532544,-0.57124187,45.22883927
UAL,Fuerte Venta,5192,772.90002,742.430496,1121.1857982,1352.94634935,946.67479629,538.18619571,-71.53855045,-104.91437398,45.31722249
ALFA/A,Comprar,4179660,13.68,12.726,13.22599998,20.37215001,15.3578921,10.0941079,0.40460367,0.14236519,54.66196908
X,Fuerte Venta,414,154.45,172.392501,186.2283998,433.94509945,207.63544907,137.14955293,-7.48394381,-7.39821355,44.01004782
LVS,Neutral,9,1115,1071.449499,1141.6447996,1184.7944015,1189.60099693,953.29800107,-9.08129314,-23.00611457,52.08050172
RIO/N,Fuerte Compra,23,1354,1235.548,1124.8634,959.8740997,1503.85209558,967.24390442,77.89984588,71.49024897,63.93082182
PINFRA/L,Vender,5270,116.5,112.229,123.4668004,132.8214505,122.6893,101.7687,-1.90108824,-3.47917474,50.35152964
NEMAK/A,Comprar,821345,6.58,5.3565,6.37140004,12.53540002,6.98556446,3.72743554,0.17268621,-0.12121268,59.74898059
CRM,Fuerte Compra,2095,5197.3701,4446.34249,3752.494992,2675.3048515,5557.04663761,3335.63834239,436.06259049,348.24131558,63.71200694
CSCO,Fuerte Venta,233,854,995.5900015,938.020002,836.23670235,1137.2408272,853.9391758,-20.75142254,4.72077447,35.14868982
GCC,Fuerte Compra,441325,100.16,93.0660004,92.94680002,98.17135008,116.22478403,69.90721677,4.13521478,3.21067697,56.1046337
LIVEPOL/C-1,Vender,623717,59.18,56.34850025,76.07239976,117.26864967,60.71183589,51.98516461,-4.76355919,-6.63128571,45.26083462
KMI,Fuerte Venta,60,277.10001,,,,,,,,15.21317377
NEM,Fuerte Compra,82,1419,1410.333005,1110.4386026,,1565.6134748,1255.0525352,86.3527205,109.32214391,58.07206145
CMCSA,Fuerte Compra,210,950.09998,919.980997,880.777399,768.7869993,1002.93331688,837.02867712,25.60237124,24.65976771,55.80914415
BRKB,Fuerte Compra,21221,4662.8398,4326.070925,4279.290772,3838.242543,4868.68282452,3783.45902548,125.68157299,81.71442933,59.20073834
WALMEX,Fuerte Venta,13220377,50.869999,54.96249995,55.64459976,49.91729982,59.06549381,50.85950609,-0.96038553,-0.42440227,39.77266073
PG,Fuerte Compra,53,2947,2804.444505,2593.229202,1969.11405,3115.27698896,2493.61202104,112.77234537,110.28432515,60.57383493
FCX,Fuerte Compra,1057593,347,275.7745005,234.6002,256.9645506,375.12918122,176.41981978,34.96302778,27.78629282,73.60627068
HD,Fuerte Compra,98,5916,5781.26101,4980.100814,3809.7161545,6310.22727089,5252.29474911,310.46078576,344.93702088,59.79410153
MEGA/CPO,Fuerte Venta,245552,65.959999,67.3275002,69.61520014,78.28825017,70.74450923,63.91049117,-0.66505765,-0.69499345,46.96099611
MS,Fuerte Compra,487,1080,1069.1025005,983.3564016,908.0636506,1233.89715137,904.30784963,45.29465895,50.69370712,52.88795772
KOF/UBL,Fuerte Venta,537990,86.629997,94.7515004,103.78340014,,103.97609579,85.52690501,-4.18077476,-3.76117705,34.58276246
VITRO/A,Fuerte Venta,92484,22.790001,23.1084999,31.58079984,53.64155021,24.23514573,21.98185407,-2.21586281,-2.82912709,33.1901774
T,Fuerte Venta,252,615.65002,667.336502,702.6271998,682.95155055,716.38334162,618.28966238,-20.43485038,-14.81802571,34.30393363
WYNN,Fuerte Venta,9762,1750,1833.220495,2050.009996,2428.241901,2153.31272563,1513.12826437,-57.64365381,-75.65769576,46.62382839
ALPEK/A,Fuerte Venta,1559359,15.8,16.37800005,16.73679994,22.59605003,19.60097133,13.15502877,0.16599162,0.21106888,46.62461718
NTES/N,Fuerte Compra,7,9830,9691.63701,7619.917604,5564.2279015,11443.77765129,7939.49636871,768.12555539,895.68766197,56.99174223
MMM,Comprar,69,3543,3515.617495,3351.089396,3711.8238985,3720.27552177,3310.95946823,56.74193223,64.64002277,52.50808973
BABA/N,Fuerte Compra,3252,5788.1802,5352.24398,4578.96299,3428.3383435,6376.59461144,4327.89334856,400.99139493,392.76983182,62.11516542
TERRA/13,Vender,284701,27.5,27.1270001,28.53540006,28.96729999,29.3677691,24.8862311,0.04277923,-0.11680054,49.94136774
AXTEL/CPO,Fuerte Compra,673010,7.12,4.9885,3.9046,3.6366,8.15735011,1.81964989,1.03226922,0.8018826,84.55185689
DANHOS/13,Fuerte Venta,1856785,18.76,20.94499995,24.14459996,28.13910002,23.86966407,18.02033583,-0.93456845,-0.84405726,37.45860824
BAC,Fuerte Venta,1803,543.81,551.766498,581.0067982,538.03374935,597.00097361,506.53202239,-2.98031475,-4.44145586,47.12903702
GILD,Fuerte Venta,351,1400.1,1612.811,1497.7936,1396.1809495,1890.41390711,1335.20809289,-45.92537904,-1.32834919,38.07833721
FIBRAHD/15,Fuerte Venta,2895,4.64,4.8605,6.34220002,8.16405001,5.49470738,4.22629262,-0.45567341,-0.52881092,37.23048137
SE/N,Comprar,58,2974.49,,,,,,,,68.93336443
ATVI,Comprar,665,1668.5,1727.63699,1405.301598,1174.97184975,1907.54035892,1547.73362108,90.77380154,122.52894631,52.73508241
TRAXION/A,Fuerte Compra,249772,15.63,14.127,13.97759998,,17.22217754,11.03182246,0.64674499,0.44892186,62.93847926
RVLV,Fuerte Venta,28,395,,,,,,,,
HAL,Fuerte Venta,33,303.5,302.318,329.5657998,665.2566987,371.19156443,233.44443557,6.02846915,0.88159861,48.43587795
CVS,Fuerte Venta,45078,1223.83,1415.989995,1384.511794,1353.74339855,1574.21365318,1257.76633682,-26.66930154,3.67799629,35.41686124
NKE,Fuerte Compra,32122,2518.0901,2258.160015,2027.063406,1503.79690125,2523.2455346,1993.0744954,132.98846182,111.65830613,71.4345563
GBM/O,Vender,274,8.24,8.35189915,8.66691486,11.7523763,8.85158249,7.85221581,-0.19986386,-0.2303634,35.15503662
HTZ,Fuerte Venta,1488,28.85,40.7534998,162.56419998,,71.12158373,10.38541587,-37.25936827,-44.93923453,33.58111151
MCD,Fuerte Compra,277,4659.8198,4369.959985,4104.122388,3424.193593,4783.14900827,3956.77096173,154.24993712,128.92264104,61.0952493
PYPL,Comprar,7405,3922.1399,3895.346005,2877.319408,1837.3849518,4602.18605812,3188.50595188,375.09247578,433.7010262,58.31677586
TWLO,Neutral,247,4767.4702,5044.087525,3298.912014,,6123.05450302,3965.12054698,560.77338301,703.95137991,54.06405999
CRWD,Fuerte Compra,30,2681.21,2304.699025,,,2910.13214344,1699.26590656,,,71.33730726
VALE/N,Fuerte Compra,1456,249,236.942,226.0472006,221.8696003,271.59277181,202.29122819,8.61761605,7.97352377,59.11541049
