Ticker,Valoración de medias móviles,Volumen,Última,Media móvil simple (20),Media móvil simple (50),Media móvil simple (200),Banda superior de Bollinger (20),Banda inferior de Bollinger (20),"Nivel MACD (12, 26)","Señal MACD (12, 26)",Índice de fuerza relativa (14)
BAYN/N,Fuerte Venta,5624,1452.21,1513.927485,1562.269798,1473.966052,1682.03051635,1345.82445365,-48.50849225,-39.85393452,38.88565226
JD/N,Neutral,1076,1600,1679.374,1530.575,1105.94424935,1833.80495459,1524.94304541,9.7194142,33.55030168,49.12927985
GCC,Fuerte Venta,290347,93.980003,100.3505003,101.78900004,91.18844974,105.98849309,94.71250751,-1.65555339,-0.71157163,35.17159707
GRUMA/B,Fuerte Venta,732021,236.06,255.836,256.419199,221.8075494,279.8516005,231.8203995,-6.5206331,-3.47194479,33.62193641
FSLR,Vender,1766,1330,1600.791,1426.700602,1152.3793505,1881.07951906,1320.50248094,-20.27405416,35.51128057,34.19549033
KIMBER/A,Fuerte Venta,2631306,34.759998,35.64349995,35.68479994,36.25160005,37.50453561,33.78246429,-0.41345995,-0.26252894,45.22674423
MSFT,Fuerte Venta,5575,4296.48,4615.50296,4635.201596,3942.8853495,5164.52436326,4066.48155674,-118.9754139,-69.43264593,38.02888369
ADBE,Vender,133,9911.3096,10599.188005,10183.19322,8131.2532085,11757.21241721,9441.16359279,-92.16390542,44.63964942,43.58818269
EDU/N,Fuerte Compra,227,3275,3147.960495,3029.845202,2202.013399,3363.10067746,2932.82031254,42.01546185,43.34509388,57.70107638
TMUS,Vender,5661,2355.21,2482.454005,2356.76226242,,2668.15934615,2296.74866385,-0.59146324,34.16676525,43.64922689
INTC,Fuerte Venta,20350,1060.24,1079.519505,1129.519404,1232.4466995,1133.20454207,1025.83446793,-21.28161636,-22.13130596,43.01065109
BABA/N,Neutral,2867,5838,6061.691025,5826.829388,4824.7646425,6564.95978116,5558.42226884,-18.75954096,35.14887366,47.5561281
FIBRAHD/15,Vender,4310,4.7,4.717,4.7966,6.13930001,4.9328796,4.5011204,-0.05709701,-0.05789837,47.99994506
WBA,Fuerte Venta,1485,790,813.319,884.161198,997.0120455,908.30225504,718.33574496,-36.72169266,-37.57002864,38.93641553
CVS,Fuerte Venta,231,1253,1307.7935,1384.292998,1400.6983475,1442.2330652,1173.3539348,-50.0819854,-45.54911332,35.4501204
DHR,Comprar,170,4373.1299,4509.04401,4221.448986,2990.2798535,4770.45567391,4247.63234609,20.9710892,64.96027148,49.26364557
QCOM,Neutral,895,2375.8,2497.620485,2370.661594,1908.801299,2688.4759838,2306.7649862,-8.75268145,19.80595886,44.87607595
BYND,Fuerte Compra,1278,3172.05,2926.878,2885.2124,2434.9070965,3230.25327135,2623.50272865,72.96756188,33.62636673,59.9042582
IENOVA,Fuerte Venta,1869075,61.360001,62.6125,64.2488003,73.39395021,66.77671873,58.44828127,-1.10245308,-1.09783615,43.42789052
KOF/UBL,Fuerte Venta,408451,89.199997,90.08449935,92.41159988,102.25610005,97.20453412,82.96446458,-1.91886412,-1.95019574,45.26483476
CTXS,Vender,84,2875,3198.891995,3297.817404,,3675.72554916,2722.05844084,-73.46995018,-21.06463444,38.43109317
TSM/N,Comprar,1979,1715,1735.81,1699.0712,1275.7724502,1809.96410818,1661.65589182,4.24152649,12.47552395,49.62226567
TSLA,Fuerte Compra,92428,9524.1699,9051.58686,7855.249392,4273.1501184,10789.39622169,7313.77749831,333.47682293,351.11108816,58.04600622
BACHOCO/B,Fuerte Compra,316222,69.269997,68.7725002,67.92879978,70.16494987,70.24632246,67.29867794,0.34745988,0.36672354,52.970325
AUTLAN/B,Comprar,196358,10.59,10.664,9.7046,8.45120001,10.96661527,10.36138473,0.18239617,0.28477293,56.11066211
GMXT,Fuerte Compra,459918,29.74,28.9029998,27.44719986,25.62799988,29.90717321,27.89882639,0.49023861,0.5166337,60.39423766
AZN/N,Comprar,2027,1190.99,1194.84599,1233.103998,1046.20034945,1275.26952933,1114.42245067,-19.43621322,-20.25051342,48.87391838
MRNA,Comprar,190355,1482,1388.908995,1562.857396,,1579.01695951,1198.80103049,-32.83162966,-57.47951037,54.52234628
SITES/B-1,Fuerte Compra,730740,18.91,17.58550005,17.2408,15.21820001,19.38531636,15.78568374,0.50783442,0.36245801,66.96132748
CREAL,Fuerte Venta,1406305,11.17,11.75,12.1614,16.25650004,12.65542808,10.84457192,-0.23798509,-0.19677462,39.94634638
ALSEA,Fuerte Venta,679813,19.76,21.44100015,21.46460006,29.51934997,23.38355395,19.49844635,-0.47122735,-0.2300079,36.67057312
AYX,Fuerte Venta,210,2263.26,2457.494475,,,2774.59782239,2140.39112761,-183.55672339,-181.66322725,32.54565445
GPS,Comprar,1751,352,365.0785,324.3746004,324.3614503,410.08085327,320.07614673,8.30174828,14.67715977,50.2484692
TDOC,Vender,5,4277.9199,4449.523015,4632.469794,,5015.60393598,3883.44209402,-127.5038186,-106.47460494,45.55784256
FCFE/18,Fuerte Compra,41211,25.34,25.215,25.33019994,24.50869997,25.74090867,24.68909133,-0.02367648,-0.02423688,52.60171157
PINS,Fuerte Compra,392,780,768.157999,713.4703994,,829.53554213,706.78045587,11.52128974,15.41404324,55.35317483
UPS,Comprar,5724,3410,3472.31501,3224.147806,2443.5696035,3627.1391194,3317.4909006,25.09566657,61.48420466,52.14009022
MOMO/N,Fuerte Venta,208,313,390.3625,416.6831998,532.5701996,527.69672176,253.02827824,-36.72695978,-27.30098724,27.24291278
DGG,Fuerte Compra,355,4405,4322.40051,3732.098792,,4489.17624116,4155.62477884,146.24851366,190.76720329,61.77225425
TCEHY/N,Fuerte Venta,17834,1421,1475.845,1513.146,1225.8911989,1582.05544174,1369.63455826,-25.60677622,-20.99533399,42.93112017
AGUA,Fuerte Compra,235985,17.18,16.20400015,15.5134001,14.77228429,16.93100514,15.47699516,0.30368564,0.23595873,66.24077529
TWTR,Fuerte Compra,1965,850,866.4180025,842.4170018,711.2595021,938.00790637,794.82809863,-3.82135322,1.78375227,50.39572368
ABBV,Fuerte Venta,123,1890,1998.975,2093.466,1891.728548,2139.4627994,1858.4872006,-55.2780386,-45.42888718,30.02605944
HOTEL,Comprar,596648,4.01,3.9915,3.978,4.8097,4.09155498,3.89144502,-0.01328224,-0.01051513,52.38449151
UBER,Fuerte Compra,1241,775,740.3375,719.7641992,686.9443501,815.73790557,664.93709443,20.06097397,16.1778807,59.0037355
PINFRA/L,Fuerte Venta,10097,108.5,116.2195,110.9794,122.81825005,122.33168611,110.10731389,-0.1550077,1.02917676,34.40978185
WALMEX,Fuerte Venta,20278620,50.900002,52.52800015,54.4014001,55.62294995,56.6141406,48.4418597,-1.25582079,-1.17929587,32.97616334
GS,Fuerte Venta,110,4070,4399.51199,4517.429608,4316.716602,4759.75410882,4039.26987118,-117.75259896,-74.08217259,26.44702763
